APOGEE_ID,GC_NAME,dPOS,SNREV,TEFF,LOGG_SPEC,STARFLAG,ASPCAPFLAG,VB_PROB,FE_H,FE_H_ERR,FE_H_FLAG,MG_FE,MG_FE_ERR,MG_FE_FLAG,SI_FE,SI_FE_ERR,SI_FE_FLAG,CA_FE,CA_FE_ERR,CA_FE_FLAG,C_FE,C_FE_ERR,C_FE_FLAG,AL_FE,AL_FE_ERR,AL_FE_FLAG,K_FE,K_FE_ERR,K_FE_FLAG,MN_FE,MN_FE_ERR,MN_FE_FLAG,DENSITY
b'2M17024453-2616377',NGC6273,0.10067493300306177,120.52793,4518.3994,1.0166,0,0,0.99984,-1.3394,0.015742067,0,-0.18331695,0.029804297,0,-0.11431432,0.031860985,0,-0.13456488,0.045247342,0,-0.75883985,0.042994197,0,-0.44761896,0.038563583,0,-0.2544409,0.08703069,0,-0.3889979,0.046197765,0,0.0
b'2M16412975+3631563',NGC6205,0.07917759448434307,150.90004,5074.634,1.3065,0,640,1.0,-1.6872,0.01305626,0,0.19602096,0.03205037,0,0.23987055,0.033107348,0,0.3566749,0.050864648,0,-0.21265006,0.07135557,0,0.4868809,0.032625098,0,0.45675898,0.092541344,0,-0.037298083,0.05062348,0,0.0
b'2M18362035-2357454',NGC6656,0.045451177583487615,140.27739,4939.984,1.6818,0,0,0.9999899999999999,-1.9501,0.015527983,0,0.38293302,0.039761703,0,0.32973063,0.03936352,0,0.31716502,0.066282205,0,0.14722002,0.0891731,0,-0.25691915,0.037426196,0,0.5160589,0.111559175,0,0.30350196,0.065364935,0,0.0
b'2M00231878-7159552',NGC0104,0.0657084948444699,127.06123,4924.0967,2.9159,0,4,0.99998,-0.61894,0.01116407,0,0.302213,0.019467633,0,0.24979061,0.023234881,0,0.148085,0.027172701,0,0.0133600235,0.029302597,0,0.511469,0.03085759,0,0.305669,0.060524326,0,-0.16999799,0.027753072,0,0.0
b'2M18071492-2457397',NGC6544,0.03900643886359237,158.8729,4864.851,1.3037,0,0,0.9999899999999999,-1.5897,0.013163267,0,0.24937296,0.03001437,0,0.2883005,0.030673824,0,0.39742494,0.046231374,0,-0.38918996,0.056459785,0,-0.258219,0.031550486,0,0.33305895,0.086835444,0,-0.282398,0.046864226,0,0.0
b'2M01022062-7049129',NGC0362,0.1315763557821252,82.12612,4974.6016,2.2301,0,0,0.9999899999999999,-1.0706,0.015354498,0,0.030388951,0.030220091,0,0.12367058,0.035282545,0,0.35615492,0.04766142,0,-0.25312006,0.055810843,0,0.31269097,0.043624792,0,0.24348903,0.0906125,0,-0.352098,0.04703777,0,0.0
b'2M19392429-3053510',NGC6809,0.2611733045097455,184.42648,4798.094,1.3616,0,0,0.9997299999999999,-1.6994,0.011829977,0,0.1207999,0.026412088,0,0.1704495,0.026556622,0,0.68509483,0.03903718,0,-0.45104003,0.04586524,0,0.75640094,0.027190913,0,0.31665897,0.076780275,0,-0.28849804,0.040278893,0,0.0
b'2M17355519-4448067',NGC6388,0.18037531681701352,104.6013,3955.9136,1.3153,0,0,0.98685,-0.24699,0.013786128,0,0.11588301,0.0168773,0,0.033667594,0.020086415,0,-0.03170699,0.02139783,0,0.014119998,0.015023463,0,0.022247985,0.03525017,0,0.057088986,0.05109305,0,0.055801988,0.02212969,0,0.0
b'2M15181803+0203503',NGC5904,0.10791451528309487,119.23307,5032.819,1.5381,0,0,1.0,-1.3497,0.013881142,0,0.144158,0.030423906,0,0.21320057,0.033484157,0,-0.19401503,0.047899697,0,-0.32365,0.061534762,0,0.13278091,0.036965154,0,0.021559,0.08979246,0,-0.25459802,0.04756542,0,0.0
b'2M13270546-4724369',NGC5139,0.04019799594786134,85.352646,4017.6716,1.255,0,0,0.9999899999999999,-0.62534,0.016651548,0,0.40506294,0.022680914,0,0.30018055,0.026326505,0,0.22383493,0.031116176,0,0.20959997,0.022074586,0,0.22373098,0.04251547,0,0.15842897,0.067551166,0,-0.33435798,0.03211989,0,0.0
b'2M05241241-2431064',NGC1904,0.030863021668003508,121.96422,4445.0767,0.86781,0,0,0.9999600000000001,-1.5278,0.016686227,0,0.13369906,0.032455392,0,0.20168054,0.03382907,0,-0.29746497,0.050151445,0,-0.6109601,0.046998784,0,0.0040808916,0.03978148,0,0.439659,0.09352352,0,-0.42139792,0.051181346,0,0.0
b'2M21331948-0051034',NGC7089,0.07632987097776409,131.75554,4718.9546,1.3436,0,0,0.99989,-1.3769,0.014288864,0,0.012513995,0.02865331,0,0.13243055,0.030686619,0,-0.035133004,0.043483358,0,-0.31105006,0.04614079,0,0.66766095,0.035509367,0,0.24335897,0.0841523,0,-0.35599804,0.044218656,0,0.0
b'2M09104086-6453277',NGC2808,0.15691674254261473,124.99557,4973.907,1.4713,0,4,0.99998,-1.1105,0.012681108,0,-0.15819705,0.025343178,0,0.1344105,0.028708147,0,-0.26024508,0.037922606,0,-0.74855006,0.045049366,0,0.74672097,0.034022953,0,-1.0160412,0.07638199,0,-0.06309807,0.038217984,0,0.0
b'2M05135945-4005225',NGC1851,0.08006574964698632,87.79296,4502.2065,1.4663,0,64,1.0,-1.2038,0.017520294,0,0.23791301,0.031363517,0,0.2141006,0.034882236,0,0.26279497,0.04840562,0,-0.26224995,0.044181377,0,-0.29411912,0.04532536,0,0.53266895,0.0920932,0,-0.28209805,0.048882104,0,0.0
b'2M19111291-6005115',NGC6752,0.12139518845150296,116.74362,5216.9556,2.7148,0,0,0.99998,-1.3969,0.0135330185,0,0.20336306,0.03174461,0,0.1711607,0.03517793,0,-0.337695,0.051084973,0,0.07096505,0.0743709,0,0.43572104,0.03713411,0,-0.037840962,0.09356074,0,-0.31669796,0.050021604,0,0.0
b'2M18550076-3034068',NGC6715,0.14443389576048365,89.935524,4450.5044,0.74524,0,704,0.99977,-1.5927,0.019643836,0,0.30732298,0.038603816,0,0.17252064,0.0407364,0,-0.10149503,0.06274142,0,-0.56515,0.058860343,0,-0.10641909,0.04859476,0,0.63915896,0.11022504,0,-0.23639798,0.06288018,0,0.0
b'2M16233020-2633241',NGC6121,0.018963117557803583,419.78394,4817.0537,1.4731,0,4,1.0,-1.0666,0.009401466,0,0.25214303,0.018319683,0,0.31901062,0.01957409,0,0.14812505,0.024714671,0,-0.36599994,0.027270056,0,0.3773409,0.022278197,0,0.13355899,0.055600435,0,-0.18739808,0.02600653,0,0.0
b'2M16324438-1302217',NGC6171,0.14356060483654398,95.03975,5242.9814,2.1197,0,640,0.9999100000000001,-1.0851,0.013582914,0,0.31670308,0.029306835,0,0.3624707,0.03440294,0,0.014861107,0.046517562,0,0.15002012,0.06516024,0,0.29617107,0.039577335,0,0.05705905,0.08831226,0,-0.12379789,0.0454619,0,0.0
b'2M16570675-0403104',NGC6254,0.07909055011719482,95.20808,4573.281,1.2288,0,4,0.99998,-1.3683,0.01714644,0,-0.007617116,0.03216909,0,0.16830051,0.035303645,0,-0.0029420853,0.050154373,0,-0.44762003,0.048202362,0,0.7999209,0.043993633,0,0.0076589584,0.094102256,0,0.01660192,0.050537206,0,0.0
b'2M10173646-4628043',NGC3201,0.059861599468253236,77.72729,5023.629,2.2034,0,0,1.0,-1.3793,0.016686609,0,0.16514492,0.035788074,0,0.17799056,0.040622007,0,-0.27920508,0.05920037,0,0.12877691,0.074363366,0,0.29091096,0.046948742,0,0.41205907,0.1052174,0,0.20540202,0.057619773,0,0.0
b'2M13415973+2822567',NGC5272,0.0614493582367722,735.698,4073.74,-0.024715,0,134,1.0,-1.7752,0.01398511,0,-0.08632803,0.027591221,0,0.05115056,0.025944559,0,0.06812501,0.039577715,0,-0.70409,0.03312207,0,-0.49001896,0.027735628,0,0.034959078,0.07792499,0,-0.12559795,0.042277124,0,0.0
b'2M00524910-2640072',NGC0288,0.14430013382648943,112.64055,4890.591,2.0174,0,0,1.0,-1.2047,0.014195932,0,0.227463,0.028487738,0,0.25363064,0.03187598,0,-0.25266504,0.043784358,0,-0.11750996,0.050092198,0,0.28812099,0.037771117,0,0.33289903,0.08479604,0,-0.44319797,0.04390555,0,0.0
b'2M19534061+1848284',NGC6838,0.05965625379807618,154.98174,5095.5522,2.3004,0,0,0.99972,-0.71359,0.009723392,0,0.30677307,0.018551214,0,0.29393065,0.021668755,0,0.055941045,0.025732908,0,0.08759308,0.031597607,0,0.22183102,0.026374752,0,0.310709,0.057714228,0,-0.17870796,0.026360193,0,0.0
b'2M16470907-0156355',NGC6218,0.04316586640712149,184.66869,4591.224,1.2861,0,0,0.9999899999999999,-1.4312,0.01189856,0,0.34611297,0.024017261,0,0.2514106,0.024415644,0,0.2762251,0.03429121,0,-0.36536002,0.035007708,0,-0.048918962,0.026846258,0,0.1794591,0.07039162,0,-0.4916979,0.035899743,0,0.0
b'2M13431597+2809063',NGC5272,0.457471161497594,84.60447,4938.51,2.0685,0,64,0.9999899999999999,-1.3172,0.016722254,0,0.19443297,0.035381418,0,0.15713048,0.039571386,0,-0.20538509,0.057967488,0,0.12133992,0.06951831,0,-0.29781914,0.045821324,0,0.181759,0.10366348,0,-0.38069808,0.05683891,0,6.433402081214201e-07
b'2M13423482+2826148',NGC5272,0.14594710631636446,91.4438,4955.5083,1.844,0,64,1.0,-1.4716,0.016786085,0,0.14405298,0.037149005,0,0.17492056,0.04065698,0,-0.53918505,0.06161648,0,-0.00029695034,0.076446615,0,-0.349519,0.045159172,0,0.36895907,0.10781582,0,-0.13649797,0.06027379,0,2.966649609525293e-06
b'2M13422632+2805193',NGC5272,0.4112966710269461,106.77895,4906.799,1.7803,0,64,0.9999899999999999,-1.5205,0.016187714,0,0.23724294,0.036158428,0,0.18507051,0.038688723,0,-0.360685,0.05919449,0,0.027012944,0.072322026,0,-0.33541906,0.042072922,0,-0.29834104,0.10449012,0,-0.33369803,0.058394868,0,2.9777579983954877e-06
b'2M19103727-6001039',NGC6752,0.049678901909213265,88.09768,5136.4365,2.4705,0,4,0.99989,-1.4336,0.015980754,0,0.26097298,0.037232466,0,0.24264061,0.041492898,0,0.617405,0.06181772,0,0.21882999,0.08515841,0,0.09778094,0.044720024,0,0.14325893,0.10742409,0,0.113801956,0.059542444,0,1.4433498657147914e-05
b'2M15181946+0157504',NGC5904,0.21469939574241667,131.49373,4928.62,1.4088,0,0,0.9998299999999999,-1.4579,0.014017611,0,0.23903298,0.03097198,0,0.26550055,0.033024862,0,0.276605,0.048555404,0,-0.028745055,0.059789218,0,-0.30821896,0.035684656,0,0.4667591,0.090470545,0,-0.3982979,0.048604563,0,3.34915160363612e-05
b'2M00523129-2639008',NGC0288,0.14097234559622074,111.209305,5133.7173,1.3711,0,4,1.0,-1.4823,0.0145554645,0,0.23331308,0.034053378,0,0.33565068,0.03724452,0,0.21406507,0.055587295,0,-0.013775945,0.07761626,0,0.017881036,0.03936615,0,0.49175906,0.0994723,0,-0.58229804,0.054374058,0,3.694028820571944e-05
b'2M10174856-4618581',NGC3201,0.11030075596262928,115.22507,4968.9663,2.1053,0,64,1.0,-1.4819,0.015100873,0,0.277573,0.03398491,0,0.1716206,0.03652847,0,-0.13844502,0.05486857,0,0.24298,0.069393456,0,-0.31811905,0.03939598,0,0.30295897,0.098806925,0,-0.49679792,0.054258596,0,5.9001256803430456e-05
b'2M10154750-4625525',NGC3201,0.33992692887283,144.49225,5414.041,1.6744,0,0,1.0,-1.6962,0.012617005,0,0.35161304,0.03564172,0,0.2524506,0.03713952,0,0.026686072,0.058774646,0,-0.024967432,0.104220875,0,-0.35861886,0.033352107,0,-0.08594096,0.101313174,0,0.08140206,0.056626875,0,0.00023464895376705636
b'2M10163558-4626167',NGC3201,0.19205485881537812,115.64481,5181.7344,1.8579,0,0,1.0,-1.5968,0.014730362,0,0.2713729,0.036599845,0,0.23011053,0.039170563,0,-0.0025470257,0.060936898,0,-0.13010001,0.09012405,0,-0.27481902,0.03937288,0,0.572559,0.105633184,0,-0.14479804,0.05920223,0,0.00026043000790551107
b'2M00523847-2631198',NGC0288,0.10826876257848564,89.69397,4977.8086,1.4992,0,0,1.0,-1.3978,0.01632789,0,0.2563131,0.035340935,0,0.35435057,0.03930886,0,-0.09133601,0.0579693,0,-0.11230993,0.07176376,0,-0.073719025,0.044599164,0,0.24625897,0.1034165,0,-0.44299805,0.056788195,0,0.0003399349170627165
b'2M05240999-2432244',NGC1904,0.06229241320456946,76.8609,4803.8823,1.4392,0,0,1.0,-1.451,0.018256495,0,0.011497974,0.037601784,0,0.1809206,0.04161672,0,-0.30042505,0.06213592,0,-0.7460799,0.0688999,0,0.68416095,0.049164195,0,0.12985897,0.10927765,0,-0.17409801,0.06105076,0,0.00048672843524902076
b'2M16471892-0155508',NGC6218,0.05228011366349563,83.08801,4944.5576,2.2504,0,0,0.99997,-1.2346,0.016175322,0,0.27392292,0.033038095,0,0.2536105,0.03765183,0,0.08163488,0.05321116,0,0.07858193,0.06273926,0,0.08248091,0.04498985,0,0.40714896,0.09777978,0,-0.11409807,0.052351933,0,0.0005184846602746583
b'2M18363788-2404372',NGC6656,0.13777182027155044,112.75599,4950.549,1.8189,0,0,0.99998,-1.7154,0.016174642,0,0.29097307,0.038057648,0,0.23294067,0.039936613,0,-0.35670495,0.063203655,0,0.44420004,0.08120416,0,0.12918091,0.041522365,0,0.39975893,0.10896181,0,-0.39769816,0.062068794,0,0.0017426968434237908
b'2M18361229-2353560',NGC6656,0.03420562605973957,189.6412,4891.9336,1.1816,0,0,0.9999899999999999,-1.7072,0.011606045,0,0.31451297,0.027487606,0,0.3161006,0.02728317,0,-0.19158506,0.041186523,0,0.14172995,0.05224861,0,0.095581055,0.026664224,0,0.43765903,0.079401106,0,-0.259498,0.04224163,0,0.002042381875194349
b'2M16235890-2633503',NGC6121,0.07164644608623165,164.43724,5359.274,1.9295,0,1156,1.0,-1.2477,0.010073736,0,0.2956829,0.024082413,0,0.45207053,0.026542105,0,0.06802189,0.036041774,0,-0.00525403,0.05710177,0,0.22538102,0.02692464,0,-0.36234105,0.07236216,0,-0.084897995,0.036048673,0,0.002537635009176868
b'2M16571405-0410438',NGC6254,0.13288536312839852,102.38523,4932.8047,1.9383,0,64,0.9995799999999999,-1.5072,0.016160952,0,0.27414298,0.035829492,0,0.23535061,0.03877004,0,0.011419058,0.058664754,0,-0.019437551,0.07220437,0,-0.292019,0.0426221,0,0.45165896,0.103939325,0,-0.070598006,0.05775431,0,0.0028289913659672533
b'2M17024566-2615124',NGC6273,0.12310750301258179,100.575195,4446.6753,0.76449,0,640,0.99956,-1.713,0.01944178,0,0.2547531,0.039668363,0,0.21310067,0.040884607,0,-0.2677449,0.06482148,0,-0.50944996,0.062026683,0,-0.3109188,0.046864953,0,-0.19154096,0.112365484,0,-0.20389783,0.06505451,0,0.0038114325938894567
b'2M13270305-4728234',NGC5139,0.020947251540309523,188.63184,4950.067,1.3351,0,0,0.9999,-1.8818,0.012183922,0,0.21690309,0.03113554,0,0.25511062,0.030134259,0,-0.3939649,0.04825864,0,-0.33079994,0.0656238,0,0.01198101,0.02778289,0,0.22325909,0.08842833,0,-0.25009787,0.04893446,0,0.004257023484428182
b'2M10173485-4621446',NGC3201,0.05445497449986285,120.4684,5016.5474,2.2151,0,0,1.0,-1.3672,0.013863031,0,0.23584294,0.030243915,0,0.1388706,0.03322684,0,-0.077088,0.047486734,0,-0.20809007,0.06039486,0,0.23996103,0.036758266,0,0.45799905,0.08925385,0,-0.30919802,0.047230687,0,0.004699720307896597
b'2M16231483-2635261',NGC6121,0.050079172050765,285.12604,5333.626,1.8521,0,4,0.9999899999999999,-1.2727,0.008779701,0,0.27049303,0.021404255,0,0.3553306,0.022791952,0,0.07388997,0.030797713,0,-0.0088169575,0.04895818,0,0.103180885,0.022183783,0,0.053159,0.06426957,0,-0.39349806,0.031354796,0,0.00481400945357396
b'2M16234740-2631463',NGC6121,0.04204397457531166,508.86908,4628.0015,1.2603,0,0,1.0,-1.1489,0.010102016,0,0.29774308,0.019056188,0,0.39094067,0.019959666,0,0.08218014,0.025684208,0,-0.30079985,0.025737552,0,0.27090108,0.02305662,0,0.20235908,0.05723175,0,-0.21399796,0.027204646,0,0.005692107704249474
b'2M16240858-2624552',NGC6121,0.11169997178345673,349.00058,4749.7056,1.3939,0,4,0.9999899999999999,-1.179,0.0099128485,0,0.26599312,0.019567154,0,0.31552064,0.020510236,0,0.0732671,0.026717424,0,-0.26965988,0.028813982,0,0.182181,0.0229782,0,0.12945902,0.058768217,0,-0.12779796,0.028134752,0,0.005748467263504036
b'2M09112203-6454100',NGC2808,0.08751753781990379,131.53056,4830.114,1.6108,0,0,0.9999600000000001,-1.0184,0.012626774,0,0.14541996,0.023934435,0,0.1432705,0.026908778,0,-0.023194313,0.03494843,0,-0.36815,0.037830386,0,-0.21431911,0.032928754,0,0.23354894,0.07218573,0,-0.37469804,0.035633355,0,0.0060028389678687556
b'2M13421089+2824080',NGC5272,0.035145525785515754,106.47207,4789.2026,1.2623,0,0,1.0,-1.4448,0.016232824,0,0.08817601,0.033996124,0,0.13687062,0.03664359,0,-0.10971999,0.05438757,0,-0.5821899,0.06073535,0,-0.282619,0.041778445,0,0.42005908,0.09883348,0,-0.53649807,0.054217502,0,0.006235292238425066
b'2M13260158-4733060',NGC5139,0.06884644210904393,602.29974,4114.4927,-0.12529,0,643,0.99985,-1.5065,0.012612403,0,-0.29952705,0.023014111,0,-0.33884943,0.022581577,0,-0.456465,0.03162313,0,0.58812,0.026006836,0,-0.15351903,0.025897576,0,0.04585898,0.06654166,0,0.29930198,0.03393236,0,0.006457562302187647
b'2M13260158-4733060',NGC5139,0.06884644210904393,1004.08655,4132.2183,-0.14305,0,643,0.99985,-1.5025,0.012550078,0,-0.36879694,0.022984432,0,-0.29664934,0.022574602,0,-0.414675,0.031602632,0,0.57145005,0.026185233,0,-0.15671897,0.025842316,0,0.06695902,0.066502325,0,0.14950204,0.033890463,0,0.006506127087332681
b'2M13275175-4723414',NGC5139,0.09358375007957856,80.83668,5073.6274,2.5496,0,0,0.9999899999999999,-1.2495,0.015627615,0,0.19566202,0.032841038,0,0.29669064,0.037969477,0,0.09623206,0.05326761,0,0.25184005,0.06774567,0,1.02644,0.044680104,0,-0.054840922,0.09767623,0,-0.235098,0.05201353,0,0.006745026571020202
b'2M16234431-2636052',NGC6121,0.05755833067904235,155.21927,5443.5586,1.8993,0,1156,1.0,-1.2717,0.010383762,0,0.28140295,0.025689546,0,0.35337055,0.028490774,0,0.30909497,0.0393238,0,-0.07277405,0.06608835,0,0.17671096,0.028389685,0,0.25395906,0.07690438,0,-0.62699795,0.038889863,0,0.00778213926913305
b'2M16231761-2634053',NGC6121,0.03578531938944534,144.25476,5479.308,1.9481,0,1156,1.0,-1.2731,0.01076551,0,0.25135303,0.026735296,0,0.4058206,0.030005416,0,0.28947502,0.041525126,0,0.086848974,0.07105335,0,0.18267107,0.030075748,0,0.11265898,0.08004226,0,-0.7225981,0.040761825,0,0.007782140105957553
b'2M18071190-2458586',NGC6544,0.032082879895267744,71.41929,4926.0166,1.8562,0,0,1.0,-1.4575,0.018143563,0,0.23353302,0.03876935,0,0.19301057,0.043351643,0,0.43781495,0.06515424,0,0.23792005,0.077951595,0,0.18038094,0.050191097,0,0.163059,0.11280403,0,-0.13059807,0.06335444,0,0.009496014739979023
b'2M18363657-2347301',NGC6656,0.09390608750436259,322.217,4661.0166,1.1635,0,640,0.9999899999999999,-1.588,0.01126647,0,0.123006344,0.023974774,0,0.19217074,0.023860076,0,-0.0072278976,0.034229618,0,-0.52617,0.037005153,0,0.5025711,0.024926068,0,0.20345902,0.06993229,0,-0.24339795,0.035889823,0,0.009691838373947144
b'2M15181666+0159496',NGC5904,0.17893292828744545,118.707054,4758.1665,1.6906,0,0,1.0,-1.2939,0.014785709,0,0.195503,0.029475285,0,0.28689063,0.032117046,0,0.34953505,0.04526955,0,-0.19037998,0.048636805,0,-0.20231903,0.037792753,0,0.008659005,0.086809926,0,-0.43969798,0.045709323,0,0.010301724498553173
b'2M16322403-1302105',NGC6171,0.09856960323098922,686.029,4030.2004,0.57071,0,0,0.9999899999999999,-1.1251,0.011441354,0,0.35930294,0.018363647,0,0.31985056,0.018861717,0,0.27815497,0.02376902,0,-0.12921,0.018247493,0,0.17556095,0.024059037,0,0.32454902,0.05430164,0,-0.18599796,0.0256501,0,0.010347123730709253
b'2M16234802-2636436',NGC6121,0.06778832223656443,251.74861,5359.7744,1.9729,0,4,1.0,-1.2475,0.008610403,0,0.36779296,0.020906,0,0.46292055,0.022428099,0,0.19866502,0.029950682,0,0.02699399,0.04809086,0,0.2875409,0.021935446,0,0.265759,0.06301783,0,-0.2456981,0.030489596,0,0.01038695787814949
b'2M13271857-4721323',NGC5139,0.06971542447690508,97.85061,5045.6147,2.2383,0,64,0.99998,-1.7374,0.016965566,0,0.30110312,0.04133058,0,0.2836907,0.04390945,0,-0.3630948,0.07043754,0,0.5619801,0.09599598,0,0.10838103,0.045042258,0,0.6771591,0.11750956,0,0.333202,0.06804988,0,0.010763839213973891
b'2M19114482-5952305',NGC6752,0.16999964258263203,195.02814,5017.582,2.1231,0,64,0.99985,-1.5777,0.010743233,0,0.34171307,0.026005335,0,0.2674507,0.026113339,0,0.37740505,0.038644537,0,0.24465,0.052671023,0,-0.23771906,0.025174519,0,-0.114941,0.075689726,0,-0.39269805,0.039539933,0,0.01157466730305308
b'2M13262017-4737424',NGC5139,0.07812785620646945,135.70673,5033.598,1.3216,0,704,0.9999899999999999,-1.9913,0.01496293,0,0.31693292,0.038148902,0,0.29148054,0.038671847,0,0.5286249,0.063334435,0,0.10700691,0.0888117,0,0.46498096,0.037226204,0,0.36365902,0.108091004,0,0.18100202,0.062211823,0,0.011738301185560698
b'2M01030008-7047510',NGC0362,0.09162325364569225,132.30455,4707.3594,1.636,0,0,1.0,-1.0324,0.0129306475,0,0.032556057,0.023532858,0,0.064597666,0.026307203,0,0.13980508,0.033945076,0,-0.53155994,0.03408481,0,0.476161,0.033063807,0,-0.0045409203,0.07082742,0,-0.26569796,0.034840275,0,0.01305432191599756
b'2M09114293-6451398',NGC2808,0.03790425314855985,134.40425,4653.076,1.4375,0,4,0.9999899999999999,-0.87393,0.012324774,0,-0.35964704,0.021049514,0,0.12376559,0.023948288,0,0.19054502,0.029409789,0,-0.43419003,0.02798028,0,1.063321,0.03166183,0,0.568549,0.064032614,0,-0.12376797,0.030380657,0,0.013398862073217934
b'2M00230950-7209006',NGC0104,0.06396588700043951,134.77267,4659.825,2.2363,0,64,1.0,-0.74034,0.011925081,0,0.379713,0.019869415,0,0.27599058,0.022886856,0,0.31221497,0.027374327,0,0.058748007,0.02581798,0,0.279791,0.030936262,0,0.274019,0.06085465,0,-0.17895806,0.028311877,0,0.013620136986778435
b'2M13422481+2820035',NGC5272,0.09063826355186423,80.68861,5114.771,2.3472,0,64,1.0,-1.2122,0.01569232,0,0.19302309,0.034145482,0,0.21436065,0.039244015,0,0.16558504,0.05566336,0,0.12635005,0.07315426,0,-0.26121902,0.044979308,0,0.0026590824,0.100367285,0,-0.564898,0.05394608,0,0.01450254531712496
b'2M13421553+2821237',NGC5272,0.035275412776242826,107.859184,4819.781,1.631,0,64,1.0,-1.468,0.016162947,0,0.22036302,0.034509156,0,0.15961063,0.037054896,0,-0.04355693,0.055513218,0,-0.31239998,0.063548334,0,-0.23561895,0.041603107,0,0.35395908,0.10013231,0,-0.28489792,0.055214908,0,0.015591155857026763
b'2M09114135-6454452',NGC2808,0.0660676363297773,401.34824,4227.672,0.75954,0,644,1.0,-1.2588,0.011391706,0,-0.04287696,0.019931259,0,0.13526058,0.020283798,0,0.08466005,0.026599161,0,-0.5859399,0.02236308,0,0.29886103,0.024335133,0,0.19015908,0.058824062,0,-0.20259798,0.028526032,0,0.01629150670692197
b'2M10180833-4619201',NGC3201,0.13816435353205722,113.89677,4970.178,2.1204,0,0,1.0,-1.3423,0.014371017,0,0.18526304,0.030669948,0,0.16157067,0.03384901,0,0.42875504,0.04825824,0,-0.032938004,0.059272405,0,0.13348103,0.03821404,0,0.24185908,0.090513095,0,-0.09469795,0.04800169,0,0.01711092969279522
b'2M09120968-6447383',NGC2808,0.07469692162427145,106.48359,4944.075,1.7128,0,0,1.0,-1.1199,0.014063593,0,0.06872058,0.028008258,0,0.21083063,0.031899136,0,-0.04377103,0.04305282,0,-0.57161,0.0502189,0,0.086370945,0.03833157,0,0.17065895,0.08389314,0,-0.17679799,0.043015063,0,0.01791409691634845
b'2M13255824-4722354',NGC5139,0.0804548324983835,74.21139,4957.7397,2.267,0,640,0.9999899999999999,-1.372,0.01709527,0,-0.003216982,0.03558509,0,0.39586055,0.04049302,0,0.071666956,0.058571644,0,0.015509009,0.07012466,0,1.179503,0.04793417,0,0.47636896,0.104706116,0,-0.59609807,0.057196107,0,0.018031448048090298
b'2M19105545-5955449',NGC6752,0.06116507235550472,229.48029,4859.053,1.7145,0,0,0.99915,-1.4466,0.010368587,0,0.18579388,0.022693126,0,0.19152045,0.023128036,0,0.009131551,0.03231152,0,-0.21497011,0.03870141,0,0.402071,0.023918347,0,0.39185894,0.06698912,0,-0.406098,0.03363718,0,0.01819604192959153
b'2M13264263-4736386',NGC5139,0.06158049326229396,161.77364,4623.559,1.6906,0,0,0.9991399999999999,-1.2556,0.0124129355,0,0.44799292,0.023834495,0,0.5631406,0.025224248,0,0.57866496,0.034162994,0,-0.09197104,0.034268614,0,0.08628094,0.029482063,0,0.406089,0.070635915,0,-0.3411981,0.03548785,0,0.018491967753417125
b'2M16233293-2627501',NGC6121,0.03847313328258635,226.01993,5367.639,1.9346,0,4,1.0,-1.293,0.008731035,0,0.32043302,0.021587953,0,0.4476906,0.022992376,0,0.107861996,0.031177465,0,0.08361399,0.05078446,0,0.24825096,0.02216147,0,0.052058935,0.0647705,0,-0.265998,0.031665184,0,0.01859936616353874
b'2M01023407-7051572',NGC0362,0.09612977715154045,120.91454,5001.268,1.7427,0,0,1.0,-1.1624,0.013165816,0,0.01986599,0.027165005,0,0.16683054,0.030546352,0,0.25418496,0.041468542,0,-0.75136006,0.050755113,0,0.087571025,0.035384838,0,-0.256441,0.081314325,0,-0.22369802,0.041536078,0,0.018701317838536374
b'2M09114586-6452444',NGC2808,0.036263653980393266,164.19067,4482.9277,1.262,0,0,0.9999899999999999,-1.0401,0.011953586,0,0.066504,0.02096197,0,0.20245057,0.022574564,0,0.03313601,0.028865192,0,-0.46745002,0.02631632,0,-0.22951901,0.028243246,0,0.13225901,0.06279189,0,-0.28359807,0.030293955,0,0.018909509837782296
b'2M16412709+3628002',NGC6205,0.04622447431746862,549.3535,4401.021,0.60701,0,0,0.9999899999999999,-1.6517,0.012443053,0,0.1285491,0.02568833,0,0.1928606,0.024868483,0,0.16764498,0.036824003,0,-0.74356985,0.0354854,0,-0.38081884,0.026198812,0,0.21375906,0.07381975,0,-0.24409807,0.038921475,0,0.01906250525822789
b'2M16232330-2634231',NGC6121,0.03106872715384661,244.10796,5414.0312,1.9132,0,1220,0.9999899999999999,-1.2856,0.0085654445,0,0.34744287,0.021346435,0,0.4124105,0.022869099,0,0.1056689,0.030815566,0,0.053286195,0.051552005,0,0.33119094,0.021955203,0,0.19055891,0.06419521,0,-0.26759803,0.031236717,0,0.01941044561170795
b'2M21333747-0047252',NGC7089,0.09954349527348592,84.79725,4778.544,1.4506,0,0,0.9999399999999999,-1.5132,0.01821355,0,0.25320303,0.03828197,0,0.21724069,0.04157508,0,0.411865,0.06336453,0,-0.26951993,0.07030284,0,-0.022619009,0.04793536,0,0.20065904,0.11053434,0,-0.19949794,0.06240615,0,0.019720118531866955
